250	250	0.58
250	500	0.48
250	750	0.36
250	1000	0.24
250	1250	0.23
250	1500	0.18
250	1750	0.08
250	2000	0.26
500	500	0.49
500	750	0.21
500	1000	0.35
500	1250	0.41
500	1500	0.3
500	1750	0.43
500	2000	0.45
750	750	0.61
750	1000	0.42
750	1250	0.43
750	1500	0.46
750	1750	0.38
750	2000	0.42
1000	1000	0.49
1000	1250	0.23
