250	250	0.51
250	500	0.35
250	750	0.41
250	1000	0.39
250	1250	0.29
250	1500	0.78
250	1750	0.31
250	2000	0.17
500	500	0.62
500	750	0.36
500	1000	0.36
500	1250	0.52
500	1500	0.96
500	1750	0.45
500	2000	0.88
750	750	0.8
750	1000	0.49
750	1250	0.99
750	1500	0.12
750	1750	0.38
750	2000	0.29
1000	1000	0.5
1000	1250	1.0
